County Code,3,10,15,16,18,19,20,21,22,23,24,25,27,28,29,30,31,32,33,34,35,36,37,39,40,41,43,44,45,46,47,48,51,52,53,54,56,57,58,59,60,61,62,63,64,67,68,69,70,71,72,73,74,75,76,78,82,84,85,86,88,89,90,93,94,95,96,97,100,105,107,108,109,110,111,112,113,114,115,117,118,120,122,123,124,125,126,127,128,129,130,131,133,136,Population
1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29922
1095,,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,338,240,,,13,11,,,,,80,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,11,11,,,,,,,,,,,,,,,,,95043
1097,,,,,,851,,,,,,,186,,,,,,,,,,,,,,10,,,,,,,114,1444,1117,,,524,11,,403,73,179,513,139,282,,169,,,,,,,,221,,,217,,,,10,,,,,,,,25,17,13,478,96,40,40,,50,,,32,,35,13,11,65,58,,,,,,414852
1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21572
1101,,,,,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,642,408,,,102,,,30,,14,105,14,,,47,,,,,,,,10,,,10,,,,,,,,,,,,18,10,,118,35,13,13,,,,,,,,,,27,27,,,,,,226716
1103,,,,,,213,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,424,326,,,63,23,,,,,79,11,12,,,,,,,,,,10,,,,,,,,,,,,,,,,,,20,22,13,12,,,,,,,14,10,,,,,,,,,118819
1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22498
1113,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12,,,,,,,,,,,,,,,,,,,58177
1115,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,151,,,33,,,,,,10,,,,,,,,,,,,11,,,10,,,,,,,,,,,,,,,12,31,,,,,,,,,,,,,,,,,,,87482
1117,,,,,,274,,,,,,,10,,,,,,,,,,,,,,,,,,,,,10,450,319,,,11,,,,,,143,,52,,10,,,,,,,,,,,,,,,,,,,,,,,,,,24,56,,,,41,,,39,,,,,,,,,,,,211073
1121,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,176,,,,,,,,,68,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,18,14,13,,,,,,,,,,,,,,,,,80386
1123,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,48,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,40574
1125,,,,,,249,,,,,,,21,,,,,,,,,,,,,,,,,,,,,10,539,426,,,42,,,10,,,202,11,83,,,,,,,,,,48,,,48,,,,,,,,,,,,18,,,66,65,21,20,,14,,,14,,,,,12,10,,,,,,206282
1127,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,263,,,,,,,,,161,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,64561
1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23887
2020,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,254,,,56,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,178,83,14,12,,58,,,30,,50,26,13,22,20,,,,,,297376
2090,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,10,,,,,13,11,,,,,,,,,100602
2122,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,10,,,,,,,,,,,,,,,58543
2170,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,12,,,10,,10,,,,,,,,,,104123
4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,15,,,13,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,13,13,,23,,,,,13,,10,,,,,,,,71373
4003,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,248,,,72,,,23,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,18,,,,10,,,,,,,,,,,,,,,125355
4005,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,34,12,12,,11,,,10,,13,,,,,,,,,,140079
4007,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,140,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,53297
4009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37767
4013,11,83,79,38,10,6489,43,98,12,607,246,486,1420,,478,,30,113,327,22,119,93,656,126,215,82,657,103,,1079,,,403,1828,8453,6211,747,10,3948,861,,3060,935,2109,1374,225,1060,617,1319,,128,,,,371,258,2075,,,1961,52,222,,472,382,42,,80,80,12,12,156,90,1298,2868,2246,517,487,,1662,584,26,732,106,619,329,239,223,181,16,,36,32,10,4233383
4015,,,,,,719,,,,,,,212,,,,,,,,,,,,,,10,,,11,,,,97,1115,906,,,690,15,,596,408,113,105,,21,,36,,,,,,,,149,,,126,,,,11,,,,,,,,,,,160,75,,,,41,,,22,,12,,,,,,,,,,205385
4017,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,61,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,15,13,,28,,,14,,17,,12,,,,,,,,108322
4019,,11,,,,1877,,,,71,16,65,394,,21,,,,48,,,,68,,,,167,,,300,,,82,556,2775,2091,69,,1322,329,,950,190,699,522,84,345,53,413,,,,,,59,56,536,,,482,10,25,,125,60,,,,,,,23,12,17,1051,633,67,64,,468,141,,173,,132,43,36,34,25,,,,,,1012519
4021,,,,,,672,,,,,,,114,,,,,,,,,,,,,,,,,60,,,,61,805,585,,,376,10,,252,,165,11,,,,45,,,,,,,,197,,,184,,,,10,,,,,,,,,,,182,90,34,33,,41,,,30,,22,,,,,,,,,,415115
4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46075
4025,,,,,,622,,,,,,,84,,,,,,,,,,13,,,,,,,,,,,159,781,573,,,364,,,269,22,142,110,,59,,100,,,,,,,,216,,,198,,,,,,,,,,,,,,,238,68,,,,49,24,,13,,14,,,,,,,,,,224363
4027,,,,,,241,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,448,310,,,220,,,149,,135,,,,,10,,,,,,,,11,,,11,,,,,,,,,,,,,,,35,29,,,,11,,,,,,,,,,,,,,,205463
5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18215
5005,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,115,41,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41145
5007,,,,,,343,,,,,,,23,,,,,,,,,,,,,,,,,,,,,49,491,375,,,206,68,,34,,10,,,,,,,,,,,,,84,,,71,,,,,,,,,,,,,,,23,39,,,,26,,,11,,11,,,,,,,,,,258704
5009,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37191
5015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27728
5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22550
5023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25159
5027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23983
5029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20895
5031,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,105781
5033,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62259
5035,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,,,,,,49320
5043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628
5045,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,82,,,42,11,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,56,10,,,,,,,,,,,,,,,,,,,122083
5051,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,319,,,122,,,25,,22,73,,36,,10,,,,,,,,22,,,22,,,,,,,,,,,,,,,25,18,14,14,,,,,,,,,,,,,,,,,98231
5055,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44715
5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13438
5063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,36,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37094
5069,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,70342
5071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26225
5085,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,11,,,,,,,,,,,,,,,71757
5089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16369
5091,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43874
5093,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,36,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,42885
5107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19050
5111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24008
5115,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,39,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63852
5119,,,,,,711,,,,10,,,143,,,,,,,,,,,,,,,,,,,,,178,1176,907,,,567,181,,297,59,60,176,28,82,,93,,,,,,,,22,,,21,,,,,,,,,,,,19,,10,388,88,28,27,,37,,,24,,37,21,10,43,39,,,,,,393677
5123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26304
5125,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,280,176,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,,,,,,,,,,,,,,,,,,,117577
5131,,,,,,181,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,372,224,,,118,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,24,,,,,,,,,,,,,,,,,,,127567
5135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17138
5139,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39867
5143,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,605,536,71,,313,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,20,22,18,18,,,,,,,11,,,,,,,,,,227600
5145,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,165,,,67,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,78838
6001,,,,,,2361,,,,103,47,116,432,,100,,,,36,,,,175,,,,245,,,311,,,62,570,2972,2011,45,,1079,338,,695,,639,723,103,535,155,637,,,,,,98,85,396,,,341,52,40,,79,72,,,13,12,,,32,22,10,1154,302,73,34,,217,13,,136,,100,,69,91,83,,,,,,1653236
6005,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37473
6007,,,,,,470,,,,,,,24,,,,,,,,,,,,,,,,,,,,,179,717,534,,,219,11,,110,,96,110,,42,,42,,,,,,,,68,,,33,,,,,,,,,,,,,,,131,71,,,,46,,,30,,20,,,,,,,,,,226525
6009,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,45315
6013,,,,,,1824,,,,64,13,80,341,,13,,,,20,,,,62,,,,110,,,154,,,23,492,2219,1433,,,741,169,,511,,460,523,114,294,77,484,,,,,,58,27,320,,,262,44,20,,52,45,,,20,20,,,20,,,924,254,75,41,,142,,,82,,96,17,60,62,50,,,,,,1138645
6017,,,,,,341,,,,,,,12,,,,,,,,,,,,,,,,,,,,,13,439,315,,,125,,,33,,31,41,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,31,,,,15,,,13,,10,,,,,,,,,,186272
6019,,11,,,,1292,,,,12,12,11,209,,,,,,,,,,44,,,,97,,,154,,,,300,2209,1551,,,998,211,,724,,645,419,110,211,121,375,,,,,,79,68,257,,,217,,,,95,29,,,,,,,33,17,38,554,370,129,119,,193,10,,102,,72,,57,44,34,10,,,,,979534
6021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27967
6023,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,255,,,113,10,,12,,11,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,66,41,10,,,24,,,10,,,,,,,,,,,,136449
6025,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,184,,,44,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,20,32,,,,15,,,14,,,,,,,,,,,,180980
6029,,,12,,,1173,,,,,12,,200,,,,,,10,,,,10,,,,33,,,251,,,13,345,1836,1432,,,984,104,,783,189,487,284,,142,10,195,,,,,,,,387,,,369,,12,,67,50,,,10,10,,,24,23,13,434,415,111,96,,211,,,159,,58,13,42,68,55,,,,,,885086
6031,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,106,,,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,10,,,,,,,,,,,,,,,,,149797
6033,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63950
6037,123,11,174,223,21,14536,177,191,560,1354,870,1079,2667,40,1130,53,301,416,868,311,349,440,1475,505,548,299,1616,224,10,2484,13,13,643,3994,21981,16341,1046,92,11204,2763,,8416,2794,5615,3855,1899,1896,1285,3695,200,340,87,82,25,2054,1981,3121,13,14,2878,,514,12,1444,1038,363,33,1173,1166,18,18,273,207,302,4147,2609,1030,954,10,1556,453,34,771,81,803,218,484,603,467,100,10,,,65,10150558
6039,,,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,319,190,,,27,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,16,16,,,,,,,,,,,,,,,,,154966
6041,,,,,,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,522,371,,,153,,,100,,27,123,14,65,,32,,,,,,,,13,,,10,,,,,,,,,,,,,,,94,30,,,,23,,,11,,,,,,,,,,,,261532
6045,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,87609
6047,,,,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,550,401,,,203,11,,51,,37,11,,,,11,,,,,,,,34,,,11,,,,,,,,,,,,,,,71,89,34,30,,22,,,,,,,,,,,,,,,268878
6053,,,,,,526,,,,,,,,,,,,,,,,,,,,,,,,10,,,,101,692,465,,,184,,,109,,74,137,,62,,74,,,,,,,,30,,,,,,,,,,,,,,,12,,,236,67,23,22,,18,,,13,,13,,10,41,39,,,,,,436363
6055,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,212,,,102,,,50,,,19,,15,,11,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,141649
6057,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,182,,,66,,,21,,21,29,,10,,,,,,,,,,11,,,10,,,,,,,,,,,,,,,79,13,,,,,,,,,,,,,,,,,,,99053
6059,,,,,,4625,,,,355,215,291,864,,292,,,40,229,22,35,116,428,65,121,10,520,12,,466,,,285,1398,6506,4665,140,,2779,746,,2007,201,1737,1580,720,804,197,1346,20,47,11,,,516,483,902,,,833,,152,,319,197,11,,304,303,,,57,43,10,1677,877,166,147,,612,96,,324,,227,44,164,48,27,,,,,,3177703
6061,,,,,,738,,,,,,10,56,,,,,,,,,,,,,,24,,,11,,,,168,932,638,,,335,45,,155,,104,213,23,117,,155,,,,,,,,83,,,68,13,,,11,10,,,,,,,,,,323,59,15,15,,20,10,,,,22,,,,,,,,,,379742
